#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	2	Orange	40	RPL24	9606.ENSP00000377640	Large subunit ribosomal protein l24e; Ribosomal protein L24; Belongs to the eukaryotic ribosomal protein eL24 family
MCL	2	Orange	40	RPL26	9606.ENSP00000463784	Large subunit ribosomal protein l26e; Component of the large ribosomal subunit
MCL	2	Orange	40	RPL3	9606.ENSP00000346001	60S ribosomal protein L3; The L3 protein is a component of the large subunit of cytoplasmic ribosomes; L ribosomal proteins
MCL	2	Orange	40	RPL30	9606.ENSP00000428085	Large subunit ribosomal protein l30e; Ribosomal protein L30; Belongs to the eukaryotic ribosomal protein eL30 family
MCL	2	Orange	40	RPL35	9606.ENSP00000259469	60S ribosomal protein L35; Component of the large ribosomal subunit
MCL	2	Orange	40	RPL4	9606.ENSP00000311430	Large subunit ribosomal protein l4e; L ribosomal proteins
MCL	2	Orange	40	RPL6	9606.ENSP00000403172	60S ribosomal protein L6; Component of the large ribosomal subunit
MCL	2	Orange	40	RPL7A	9606.ENSP00000361076	Large subunit ribosomal protein l7ae; Ribosomal protein L7a
MCL	2	Orange	40	RPLP0	9606.ENSP00000449328	Ribosomal protein lateral stalk subunit p0; 60S acidic ribosomal protein P0; Ribosomal protein P0 is the functional equivalent of E.coli protein L10
MCL	2	Orange	40	RPLP2	9606.ENSP00000322419	60S acidic ribosomal protein P2; Plays an important role in the elongation step of protein synthesis; L ribosomal proteins
MCL	2	Orange	40	RPS10	9606.ENSP00000481646	40S ribosomal protein S10; Component of the 40S ribosomal subunit; Belongs to the eukaryotic ribosomal protein eS10 family
MCL	2	Orange	40	RPS11	9606.ENSP00000270625	Small subunit ribosomal protein s11e; Ribosomal protein S11; Belongs to the universal ribosomal protein uS17 family
MCL	2	Orange	40	RPS13	9606.ENSP00000435777	Small subunit ribosomal protein s13e; Ribosomal protein S13
MCL	2	Orange	40	RPS16	9606.ENSP00000251453	Small subunit ribosomal protein s16e; Ribosomal protein S16
MCL	2	Orange	40	RPS18	9606.ENSP00000393241	40S ribosomal protein S18; Located at the top of the head of the 40S subunit, it contacts several helices of the 18S rRNA; S ribosomal proteins
MCL	2	Orange	40	RPS2	9606.ENSP00000341885	Small subunit ribosomal protein s2e; Ribosomal protein S2
MCL	2	Orange	40	RPS25	9606.ENSP00000435096	Small subunit ribosomal protein s25e; Ribosomal protein S25
MCL	2	Orange	40	RPS27A	9606.ENSP00000272317	Ubiquitin-40S ribosomal protein S27a; Ubiquitin: Exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked: Lys-6-linked may be inv [...] 
MCL	2	Orange	40	RPS28	9606.ENSP00000472469	Small subunit ribosomal protein s28e; Ribosomal protein S28; Belongs to the eukaryotic ribosomal protein eS28 family
MCL	2	Orange	40	RPS3	9606.ENSP00000278572	40S ribosomal protein S3; Involved in translation as a component of the 40S small ribosomal subunit. Has endonuclease activity and plays a role in repair of damaged DNA. Cleaves phosphodiester bonds of DNAs containing altered bases with broad specificity and cleaves supercoiled DNA more efficiently than relaxed DNA. Displays high binding affinity for 7,8-dihydro-8-oxoguanine (8-oxoG), a common DNA lesion caused by reactive oxygen species (ROS). Has also been shown to bind with similar affinity to intact and damaged DNA. Stimulates the N-glycosylase activity of the base excision protein [...] 
MCL	2	Orange	40	RPS3A	9606.ENSP00000346050	40S ribosomal protein S3a; May play a role during erythropoiesis through regulation of transcription factor DDIT3; Belongs to the eukaryotic ribosomal protein eS1 family
MCL	2	Orange	40	RPS5	9606.ENSP00000472985	Small subunit ribosomal protein s5e; Ribosomal protein S5; Belongs to the universal ribosomal protein uS7 family
MCL	2	Orange	40	RPS7	9606.ENSP00000339095	40S ribosomal protein S7; Required for rRNA maturation; Belongs to the eukaryotic ribosomal protein eS7 family
MCL	2	Orange	40	RPS8	9606.ENSP00000379888	Small subunit ribosomal protein s8e; Ribosomal protein S8; Belongs to the eukaryotic ribosomal protein eS8 family
MCL	2	Orange	40	RPS9	9606.ENSP00000302896	Small subunit ribosomal protein s9e; Ribosomal protein S9
MCL	2	Orange	40	SRP14	9606.ENSP00000267884	Signal recognition particle 14 kDa protein; Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. SRP9 together with SRP14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP. The complex of SRP9 and SRP14 is required for SRP RNA binding
MCL	2	Orange	40	SRP9	9606.ENSP00000305230	Signal recognition particle 9 kDa protein; Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. SRP9 together with SRP14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP. The complex of SRP9 and SRP14 is required for SRP RNA binding
MCL	2	Orange	40	TUFM	9606.ENSP00000322439	Elongation factor Tu, mitochondrial; This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-Tu/EF-1A subfamily
MCL	3	Dark Red	40	A1BG	9606.ENSP00000263100	Alpha-1-B glycoprotein; Alpha-1B-glycoprotein; Immunoglobulin like domain containing
MCL	3	Dark Red	40	A2M	9606.ENSP00000323929	Alpha-2-macroglobulin; Is able to inhibit all four classes of proteinases by a unique 'trapping' mechanism. This protein has a peptide stretch, called the 'bait region' which contains specific cleavage sites for different proteinases. When a proteinase cleaves the bait region, a conformational change is induced in the protein which traps the proteinase. The entrapped enzyme remains active against low molecular weight substrates (activity against high molecular weight substrates is greatly reduced). Following cleavage in the bait region, a thioester bond is hydrolyzed and mediates the c [...] 
MCL	3	Dark Red	40	APCS	9606.ENSP00000255040	Serum amyloid P-component; Can interact with DNA and histones and may scavenge nuclear material released from damaged circulating cells. May also function as a calcium-dependent lectin; Belongs to the pentraxin family
MCL	3	Dark Red	40	APOA1	9606.ENSP00000236850	Apolipoprotein A-I; Participates in the reverse transport of cholesterol from tissues to the liver for excretion by promoting cholesterol efflux from tissues and by acting as a cofactor for the lecithin cholesterol acyltransferase (LCAT). As part of the SPAP complex, activates spermatozoa motility; Apolipoproteins
MCL	3	Dark Red	40	APOA2	9606.ENSP00000356969	Apolipoprotein A-II; May stabilize HDL (high density lipoprotein) structure by its association with lipids, and affect the HDL metabolism; Apolipoproteins
MCL	3	Dark Red	40	APOA4	9606.ENSP00000350425	Apolipoprotein A-IV; May have a role in chylomicrons and VLDL secretion and catabolism. Required for efficient activation of lipoprotein lipase by ApoC-II; potent activator of LCAT. Apoa-IV is a major component of HDL and chylomicrons; Belongs to the apolipoprotein A1/A4/E family
MCL	3	Dark Red	40	APOB	9606.ENSP00000233242	Apolipoprotein B-100; Apolipoprotein B is a major protein constituent of chylomicrons (apo B-48), LDL (apo B-100) and VLDL (apo B-100). Apo B-100 functions as a recognition signal for the cellular binding and internalization of LDL particles by the apoB/E receptor; Apolipoproteins
MCL	3	Dark Red	40	APOC1	9606.ENSP00000465356	Apolipoprotein C-I; Inhibitor of lipoprotein binding to the low density lipoprotein (LDL) receptor, LDL receptor-related protein, and very low density lipoprotein (VLDL) receptor. Associates with high density lipoproteins (HDL) and the triacylglycerol-rich lipoproteins in the plasma and makes up about 10% of the protein of the VLDL and 2% of that of HDL. Appears to interfere directly with fatty acid uptake and is also the major plasma inhibitor of cholesteryl ester transfer protein (CETP). Binds free fatty acids and reduces their intracellular esterification. Modulates the interaction  [...] 
MCL	3	Dark Red	40	APOC3	9606.ENSP00000227667	Apolipoprotein C-III; Component of triglyceride-rich very low density lipoproteins (VLDL) and high density lipoproteins (HDL) in plasma. Plays a multifaceted role in triglyceride homeostasis. Intracellularly, promotes hepatic very low density lipoprotein 1 (VLDL1) assembly and secretion; extracellularly, attenuates hydrolysis and clearance of triglyceride-rich lipoproteins (TRLs). Impairs the lipolysis of TRLs by inhibiting lipoprotein lipase and the hepatic uptake of TRLs by remnant receptors. Formed of several curved helices connected via semiflexible hinges, so that it can wrap tigh [...] 
MCL	3	Dark Red	40	APOF	9606.ENSP00000381250	Apolipoprotein F; Minor apolipoprotein that associates with LDL. Inhibits cholesteryl ester transfer protein (CETP) activity and appears to be an important regulator of cholesterol transport. Also associates to a lesser degree with VLDL, Apo-AI and Apo-AII
MCL	3	Dark Red	40	APOH	9606.ENSP00000205948	Beta-2-glycoprotein 1; Binds to various kinds of negatively charged substances such as heparin, phospholipids, and dextran sulfate. May prevent activation of the intrinsic blood coagulation cascade by binding to phospholipids on the surface of damaged cells; Apolipoproteins
MCL	3	Dark Red	40	C3	9606.ENSP00000245907	Complement C3; C3 plays a central role in the activation of the complement system. Its processing by C3 convertase is the central reaction in both classical and alternative complement pathways. After activation C3b can bind covalently, via its reactive thioester, to cell surface carbohydrates or immune aggregates; C3 and PZP like, alpha-2-macroglobulin domain containing
MCL	3	Dark Red	40	C4A	9606.ENSP00000396688	Complement c4a (rodgers blood group); Complement C4-A; Non-enzymatic component of C3 and C5 convertases and thus essential for the propagation of the classical complement pathway. Covalently binds to immunoglobulins and immune complexes and enhances the solubilization of immune aggregates and the clearance of IC through CR1 on erythrocytes. C4A isotype is responsible for effective binding to form amide bonds with immune aggregates or protein antigens, while C4B isotype catalyzes the transacylation of the thioester carbonyl group to form ester bonds with carbohydrate antigens
MCL	3	Dark Red	40	C4BPA	9606.ENSP00000356037	C4b-binding protein alpha chain; Controls the classical pathway of complement activation. It binds as a cofactor to C3b/C4b inactivator (C3bINA), which then hydrolyzes the complement fragment C4b. It also accelerates the degradation of the C4bC2a complex (C3 convertase) by dissociating the complement fragment C2a. Alpha chain binds C4b. It interacts also with anticoagulant protein S and with serum amyloid P component; Sushi domain containing
MCL	3	Dark Red	40	CLU	9606.ENSP00000315130	Clusterin; Isoform 1 functions as extracellular chaperone that prevents aggregation of nonnative proteins. Prevents stress- induced aggregation of blood plasma proteins. Inhibits formation of amyloid fibrils by APP, APOC2, B2M, CALCA, CSN3, SNCA and aggregation-prone LYZ variants (in vitro). Does not require ATP. Maintains partially unfolded proteins in a state appropriate for subsequent refolding by other chaperones, such as HSPA8/HSC70. Does not refold proteins by itself. Binding to cell surface receptors triggers internalization of the chaperone-client complex and subsequent lysosom [...] 
